time,north_bering_sst,south_bering_sst,west_aleutians_sst,central_aleutians_sst,east_aleutians_sst,west_gulf_sst,central_gulf_sst,east_gulf_sst,north_bering_sst_stdev,south_bering_sst_stdev,west_aleutian_sst_stdev,central_aleutian_sst_stdev,east_aleutians_sst_stdev,west_gulf_sst_stdev,central_gulf_sst_stdev,east_gulf_sst_stdev,north_bering_sst_n,south_bering_sst_n,west_aleutian_sst_n,central_aleutian_sst_n,east_aleutian_sst_n,west_gulf_sst_n,central_gulf_sst_n,east_gulf_sst_n
UTC,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,degree_C,,,,,,,,
1988-12-17T00:00:00Z,-0.07166188,2.3878725,3.6436167,3.91114,3.821742,4.1501555,4.5786185,5.769322,1.3478345,1.1923275,0.5629479,0.65442955,0.5994403,0.49313954,0.76118135,0.9859533,10807,12752,11284,11589,14081,15369,24136,14823
1989-01-17T00:00:00Z,-0.67485064,1.7462703,2.595894,2.920266,3.200376,3.4657567,3.831784,5.037229,0.9480322,1.2366033,0.7052943,0.63681203,0.66669345,0.6423781,0.69116557,1.0530668,11852,14202,5877,8796,13931,11453,25589,13825
1989-02-15T00:00:00Z,-0.6181397,0.9226332,2.305145,2.4966657,2.697033,2.7967143,2.9304056,4.187165,1.2162479,1.6175894,0.48658004,0.41704786,0.5705993,0.52965945,0.67189646,0.69016165,30946,20652,9164,14573,14118,17123,26770,31715
1989-03-17T00:00:00Z,-0.92818207,0.9184399,1.9418331,2.6370485,2.5630972,2.7603467,2.921508,4.0447702,0.8662533,1.6000918,0.9074001,0.5695921,0.5950287,0.5102951,0.55001104,0.63819355,18653,22089,4926,6163,8017,20516,35577,31779
1989-04-16T00:00:00Z,-0.653735,0.29432145,2.2793527,2.4453301,2.909135,2.8055131,3.4782262,5.1697626,1.0215218,1.4653703,0.50518334,0.7280793,0.62187135,0.5834452,0.6496171,0.91715837,17261,12829,8034,3589,6763,10016,30800,32032
1989-05-17T00:00:00Z,0.5079794,2.4911385,3.436365,3.253184,3.4206898,3.4497664,4.9295716,6.922044,1.3215015,1.0721638,0.5498512,0.97114277,0.6650902,1.0315826,0.86277467,0.9859418,41671,14431,15389,6168,10639,5182,32531,30925
1989-06-16T00:00:00Z,3.3120613,4.8609295,4.8252034,4.58939,5.3625927,5.8987923,7.537183,9.755592,1.4839494,0.9297064,0.5100902,0.74874705,0.9151932,0.6830739,0.9818957,0.87275296,41961,24148,5879,5229,4189,12801,26379,22805
1989-07-17T00:00:00Z,6.40646,8.476256,8.973177,8.100766,8.409418,9.114322,10.443733,12.797474,2.1635606,1.5478095,0.96611226,1.5701823,0.97900677,1.1369551,1.2337668,1.080686,20870,11298,12481,5023,2527,11818,31014,20658
1989-08-17T00:00:00Z,8.651971,9.746729,10.15961,8.902279,9.333011,10.567572,12.162623,14.005259,1.6454575,0.8212477,0.92826676,1.2392955,0.90885913,0.9558459,1.1552631,0.84704304,25694,23014,8492,11545,8511,5913,25075,23469
1989-09-16T00:00:00Z,7.7748413,8.646728,8.374441,8.270804,8.775044,10.354566,10.98243,13.217473,1.9042374,1.2339683,1.1740596,1.2078602,1.0671564,0.730811,1.4983863,1.0472515,21789,10601,22681,12459,7553,9040,22000,22303
1989-10-17T00:00:00Z,5.389636,6.1901765,7.0883684,6.679128,7.0498962,8.0633,7.710806,9.71302,1.6742334,1.2372416,0.9856297,1.2260933,1.0368563,0.91289103,1.1214552,0.9943079,18104,12991,23310,21811,13594,10743,27937,26247
1989-11-16T00:00:00Z,1.9039915,4.119474,5.001677,5.494799,5.633136,6.29728,5.479836,6.5197678,1.7585588,0.9362598,0.65747815,1.008806,1.0401609,0.9893407,0.83544326,1.0896488,16668,14106,14925,14728,12478,13504,19244,14631
1989-12-17T00:00:00Z,1.0116915,3.1178842,3.7689326,4.0678496,4.184068,4.4367447,4.363293,5.22234,1.1190331,0.8585775,0.54482096,0.6969951,0.61280525,0.47743964,0.5868329,1.1130959,23477,19363,10426,10213,18628,15233,26298,10671
1990-01-17T00:00:00Z,0.28904387,2.136093,2.8767967,3.1697638,3.409864,3.436602,3.8496146,5.1254296,1.1618147,0.9894839,0.43739912,0.57763165,0.5139297,0.43330333,0.5070206,0.8215734,10825,10256,9537,10541,12344,16025,22290,15950
1990-02-15T00:00:00Z,-0.07901483,1.2469232,2.36774,2.3809094,2.7861056,2.8364255,3.2127874,4.36337,1.0707014,1.2070174,0.4273987,0.5512297,0.618293,0.42054665,0.5158734,0.70851606,5664,9679,7796,7621,8230,17597,31115,22698
1990-03-17T00:00:00Z,-0.42569816,1.1182922,2.1834176,2.341804,2.5577204,2.5986154,3.0593476,4.3939896,1.0327379,1.3454885,0.50987273,0.5153112,0.4772038,0.61510855,0.7243051,0.71406853,11523,23434,9334,11086,15376,18625,32249,30448
1990-04-16T00:00:00Z,-0.46502608,1.4890388,2.861466,2.5602138,2.9132214,3.1891422,3.9416997,5.146639,1.1537275,1.4298344,0.4501883,0.67374945,0.6202523,0.38993737,0.6594386,0.6744347,20312,26227,22819,7813,7444,24386,34437,31800
1990-05-17T00:00:00Z,0.4231159,2.4981022,3.503396,3.315095,3.2561865,4.0450583,5.498747,7.8582907,1.386884,1.6928312,0.76179093,0.98129284,1.2439624,1.2368454,1.2437243,1.6822417,20790,15034,13118,7470,5992,7928,17469,20111
1990-06-16T00:00:00Z,3.152038,3.7259724,4.3230143,4.0384083,4.8677425,5.2930975,8.339462,10.871702,1.6696638,1.3110965,0.93646395,1.1202139,1.8493286,1.1228044,1.486295,1.3818406,35729,9373,3039,1740,3234,11187,24148,21513
1990-07-17T00:00:00Z,7.312127,8.660132,8.579504,7.578695,7.9538193,8.198644,10.946138,13.0139265,1.3676962,1.7785589,1.5185455,1.6114824,1.423925,1.430204,1.2839446,0.64398205,30697,10659,7557,8567,5247,4630,20187,24431
1990-08-17T00:00:00Z,8.956257,9.845677,8.468217,9.701542,9.185639,10.662808,11.789497,13.796377,1.7121611,1.4428517,1.184775,1.4751445,0.968091,0.75231576,0.8849912,0.65701574,24225,7474,12738,7601,5378,12329,28484,27283
1990-09-16T00:00:00Z,7.689997,8.255814,9.336303,8.822999,9.07353,10.307836,11.209448,13.078118,1.4921494,0.85644746,0.7370845,1.3097767,1.410829,1.0655607,1.1177939,0.93944985,29046,18977,23296,16887,14144,15752,30786,22823
1990-10-17T00:00:00Z,4.516097,6.884345,7.8500156,7.6004057,7.5473914,8.119851,8.266565,9.481007,2.145997,0.9324259,0.74319553,1.2244698,1.1391966,0.8327884,0.92168725,1.2099015,11148,7922,21520,13531,10269,12192,23122,20980
1990-11-16T00:00:00Z,1.9414582,4.5780516,5.911156,5.69693,5.6246133,5.955704,6.13893,7.099078,1.8080285,1.0150183,0.959626,1.1981549,0.9599722,0.70961183,0.7633413,1.1756206,25525,17212,11882,10850,9518,12887,30822,26702
1990-12-17T00:00:00Z,0.62099516,3.0495412,4.1868954,4.563572,4.500755,4.505616,4.133373,4.9952908,1.2688278,1.0284561,0.569771,0.8951644,0.79767513,0.7514524,0.4841474,0.79171705,18992,22169,7048,16626,16942,13028,26817,26235
1991-01-17T00:00:00Z,-0.13734743,2.479947,3.7889674,3.9372265,3.7854989,3.723131,3.7647324,4.6137595,1.1143309,1.3458318,0.64374095,1.1981193,1.1199969,0.7843349,0.6059132,0.66586727,18435,25379,12385,6656,11204,12408,23844,29681
1991-02-15T00:00:00Z,0.17863823,1.5749434,2.8312967,2.725621,2.6410835,2.334303,3.328033,4.627006,1.1222869,0.82870907,0.5029092,0.5404979,0.6188435,0.7669161,0.6265347,0.76569754,3635,16614,9378,10847,13234,3328,24015,30511
1991-03-17T00:00:00Z,-0.63348955,0.6752166,2.6305716,2.8694162,2.9492624,2.8962405,3.209998,4.2009907,1.1993446,1.4987515,0.3518874,0.48478156,0.5838309,0.5338164,0.5403736,0.6886767,10093,24838,12577,16718,20280,22139,32597,30147
1991-04-16T00:00:00Z,-0.92429125,0.49541217,2.7593055,2.8296208,2.8996108,2.8753555,3.3184443,4.745937,0.93460816,1.2461518,0.415429,0.5007585,0.58083934,0.534527,0.5609453,0.9407027,8021,19482,12369,12766,8787,13915,23559,16366
1991-05-17T00:00:00Z,0.3329529,2.121516,4.074188,3.571112,3.554232,4.0030265,5.227238,6.0218506,1.2623277,1.093293,0.87576914,0.8058757,0.7876906,0.7038491,0.75201184,0.8805678,31979,14894,7688,8247,7233,12126,30188,23952
1991-06-16T00:00:00Z,3.1519213,3.7421718,5.0304503,4.8819118,5.080561,6.3722987,7.3641376,9.392362,1.7373848,1.1383938,1.118343,1.0091879,1.0954273,0.937711,0.7728901,1.0574224,39557,14675,7507,8986,8448,10514,28556,25253
1991-07-17T00:00:00Z,8.212864,7.7061095,7.45995,5.8126545,6.6454573,9.316629,10.520931,12.762597,1.7163697,1.0640415,0.91654855,1.2605822,1.5471932,1.3949628,1.1368978,0.86506355,42606,25962,6176,2121,5217,13239,25680,14792
1991-08-17T00:00:00Z,10.274108,9.317141,8.532804,8.395905,8.650982,10.505564,11.244002,12.4963,1.5516782,1.0999445,0.8230539,0.77491724,0.96491617,0.9582811,0.66953486,0.73814815,31651,13356,10142,5989,5115,5175,33160,20767
1991-09-16T00:00:00Z,9.431665,8.485773,9.060371,8.3960905,8.2967825,9.136501,10.470016,12.125089,2.2236145,0.8824147,0.50525016,0.9224731,0.91797173,1.1067094,0.80948216,0.83405876,22733,9053,17155,9454,11568,4742,26190,18746
1991-10-17T00:00:00Z,5.68059,6.6600304,7.3099804,7.220403,7.0762973,7.7882686,8.407977,9.22711,1.8118874,0.80583364,0.89359766,0.80316275,0.6055419,0.58239794,0.54122,0.7360712,22160,19467,14410,16344,15532,14035,31822,28873
1991-11-16T00:00:00Z,3.547448,5.314004,5.3693175,5.4685316,5.8176727,6.4052615,7.08612,7.950016,1.4443532,0.91332865,0.5527832,0.63140583,0.6923719,0.64951307,0.6932925,0.8045422,40219,22408,15211,14439,12723,15421,30196,20141
1991-12-17T00:00:00Z,1.4160931,3.6556184,4.159102,4.017197,4.356537,4.9643893,5.292654,6.3118033,1.4339496,0.9948943,0.6502779,0.70016426,0.7157412,0.59632987,0.7522571,0.8109879,9153,7698,8250,7535,9887,11665,19372,14793
1992-01-17T00:00:00Z,0.6879112,2.1298466,2.8097382,2.933539,3.288766,3.719897,4.5287075,5.476782,1.2145954,1.0671563,0.45595643,0.5606618,0.5615719,0.46184745,0.63028365,0.87098444,15114,15317,10078,8121,7625,9526,23743,11099
1992-02-16T00:00:00Z,0.105767034,1.2240932,2.4017494,2.8273454,3.253466,3.260167,4.0551524,5.2522306,1.3443087,1.4688382,0.40810925,0.5344565,0.48102733,0.4442219,0.6794342,0.8274718,11212,14876,4579,6988,7089,16235,25304,26162
1992-03-17T00:00:00Z,0.75858337,0.87819976,2.180818,2.4092379,2.6100192,2.794666,3.4481792,5.073871,1.1937896,1.2669864,0.43009683,0.4302874,0.47041312,0.4213243,0.681132,1.2337439,2633,13715,6821,10340,9858,17919,25671,17034
1992-04-16T00:00:00Z,-0.8021464,0.8246681,2.4788868,2.8513734,2.9247453,3.563805,4.1245785,5.481197,0.6035948,1.4518903,0.48053426,0.45927113,0.5408183,0.60426396,0.61330813,0.9815127,7911,16857,6387,7966,4516,16312,32515,26696
1992-05-17T00:00:00Z,-0.1695075,2.5503438,3.0930212,2.8274577,4.1233935,5.03574,5.644656,7.089756,1.2543523,1.6907152,0.58434904,0.7558336,1.0224721,1.0193832,0.8481894,0.96757233,19513,27746,18053,8079,9079,16168,34177,30483
1992-06-16T00:00:00Z,3.2847297,5.2857575,4.7089157,4.896845,5.6801124,7.068813,7.998214,10.185722,1.6886126,1.7593107,0.8333911,1.1816266,1.6494209,1.0047834,1.303469,1.094887,27113,12502,16396,3049,1781,7717,22415,27437
1992-07-17T00:00:00Z,6.2594166,7.1519256,6.137045,5.1689253,5.887543,8.710405,10.597081,11.571614,1.832301,1.7885394,1.0201006,1.3006208,1.3495667,1.3586009,1.3099343,1.8276081,34066,9899,9221,3155,3700,5949,20210,9037
1992-08-17T00:00:00Z,7.725357,9.05474,8.451957,7.6639733,8.242884,9.769298,11.73527,12.993414,1.3392814,1.1262215,0.6342486,1.0032333,0.9880729,0.90892315,0.78950304,0.6480152,30911,15873,19534,11723,8962,12096,26839,26623
1992-09-16T00:00:00Z,7.4531984,8.476729,8.341214,7.879123,8.231462,10.082495,10.4087305,11.072457,1.7381235,0.8149865,1.0188785,0.9496205,0.731802,1.0033076,0.83282393,1.0242256,22201,17614,10963,10491,10696,9699,29983,21215
1992-10-17T00:00:00Z,4.284464,5.7410345,6.6366343,6.393208,6.7970996,7.692727,7.5079317,8.696276,1.3891342,0.8653804,0.69941086,0.9403959,0.85025436,0.603896,0.5782608,0.9580458,34436,17283,19945,9732,6213,8635,22130,25848
1992-11-16T00:00:00Z,2.0117352,4.106463,4.6679034,4.8312182,5.142094,5.926432,6.2596498,7.405945,1.6455421,1.0651289,0.96504253,1.1273652,0.96072674,0.8495632,0.693831,1.1346829,25306,16381,5833,5706,8571,11516,24454,18191
1992-12-17T00:00:00Z,0.49294975,2.9328694,3.5241973,3.647094,3.95657,4.4809175,5.0663824,6.0931144,1.4196348,1.1925516,0.48097843,0.50960207,0.44443536,0.5292425,0.53529274,0.8584448,15764,15533,8496,13968,16985,18229,31860,26226
1993-01-17T00:00:00Z,-0.5128659,2.1943676,2.803919,2.9876049,3.3315744,3.9938734,4.611517,5.5099435,0.9658796,1.245765,0.56811106,0.5236719,0.5606463,0.67784524,0.67532724,0.72418934,28853,14589,9469,13365,15676,15836,29621,31016
1993-02-15T00:00:00Z,0.39998764,1.5574688,2.7103562,2.8988397,3.0675645,3.3669274,3.554987,5.090208,1.2149501,1.5190171,0.45887178,0.39536434,0.4025002,0.39411777,0.6216941,0.9445042,11338,20899,7665,13574,17306,19778,22860,28886
1993-03-17T00:00:00Z,-0.8479329,0.9528378,2.358823,2.8194432,2.9675922,3.2256646,3.7023199,5.0113416,0.9292476,1.5461208,0.45971906,0.5235308,0.4702118,0.5299619,0.6948587,0.81927603,4262,18715,11334,10742,12655,15339,23636,26682
1993-04-16T00:00:00Z,-0.13611946,2.220176,2.6799934,2.7791839,3.261811,3.6531677,4.2226524,5.9732203,1.1627752,1.439928,0.54365176,0.561481,0.64600796,0.5786907,0.800333,1.100719,28076,21371,13665,11346,12081,12744,19451,26253
1993-05-17T00:00:00Z,0.8368385,2.9680734,3.1273522,3.3729458,3.8401763,4.6005354,6.699376,8.016469,1.7251323,1.5130491,0.8815451,0.72894806,1.0787138,0.963925,1.2726101,1.0639102,24191,10371,4740,7679,4196,5845,22921,29301
1993-06-16T00:00:00Z,4.110508,6.652404,4.6778717,5.2163587,7.155454,7.532794,8.16721,10.853117,2.2006292,1.1866838,0.60502845,1.0213181,0.79963857,0.67519337,0.8451322,1.179574,33545,21479,7301,5009,10229,19090,29085,22961
1993-07-17T00:00:00Z,8.443317,8.159385,8.123128,6.6114554,6.9950485,9.3140545,11.034398,13.133828,1.7018399,1.0708824,0.61742145,1.1331686,1.3517536,1.5161994,1.5994177,1.4105167,42996,20212,22635,12115,9617,16284,25606,27348
1993-08-17T00:00:00Z,9.2793665,9.672561,9.755969,9.454859,9.633878,10.500957,12.4269085,14.527828,1.3533305,1.4460696,0.75504917,0.8401784,0.81661034,1.0915107,1.2901291,1.1329159,37400,17180,15983,14476,15893,15392,30302,27022
1993-09-16T00:00:00Z,7.304211,8.81045,9.295952,8.861687,9.164002,9.92899,10.646651,12.921983,1.5994084,0.86544037,0.66007555,0.77662355,0.9708474,0.58680445,1.1393998,1.3403981,30219,12977,18757,16658,9280,9717,18638,17927
1993-10-17T00:00:00Z,4.993652,7.1634254,7.553346,7.3690124,7.5888643,9.054532,8.870381,11.136484,1.6776202,0.7717892,0.61288303,0.8929566,0.8267181,0.7981672,0.6098025,1.284586,20414,13796,20146,13061,11006,15118,24901,25009
1993-11-16T00:00:00Z,3.8173351,5.658123,5.1669254,5.587014,6.0367103,6.9942636,7.1059837,8.256067,1.4611971,0.8812398,0.7092773,0.7070794,0.90814275,0.89624023,0.6720859,0.86020195,23997,15520,12135,14990,16780,11239,30987,25339
1993-12-17T00:00:00Z,1.7130597,3.843295,3.753532,3.936153,4.400803,5.071832,5.5221715,6.821354,1.6151613,0.72021616,0.5687612,0.6814229,0.69857883,0.70664644,0.6444856,0.78880525,12436,15921,8378,6753,8182,10071,24810,18746
1994-01-17T00:00:00Z,0.841098,2.6349936,2.8724005,3.0177832,3.5467458,4.2999716,4.823832,6.5554605,0.88971204,1.024614,0.48854175,0.6498932,0.6664956,0.51155865,0.5663538,0.97175145,14153,13952,11052,6112,5356,15794,23383,18907
1994-02-15T00:00:00Z,0.5675999,2.7266219,2.6029098,2.7982965,3.5675204,4.175462,4.5512857,5.809359,1.5112206,1.1183162,0.49257255,0.62529445,0.6180881,0.44101736,0.6031036,0.8351109,26299,26548,9310,11676,15659,16522,25006,17183
1994-03-17T00:00:00Z,1.0163729,1.4205635,2.4521985,2.7292256,3.2291753,3.50847,3.9534066,5.351707,1.3158735,1.4111497,0.49006107,0.54697055,0.48465046,0.59688824,0.5400565,0.7483837,4494,15085,8215,8433,6099,8955,22257,17210
1994-04-16T00:00:00Z,-0.28416455,1.3895429,2.6204755,2.6822896,3.2632668,3.5086367,3.9022837,5.821189,1.032864,1.4610192,0.5033138,0.5319635,0.6302854,0.55293554,0.6659212,0.8333523,10976,22797,18447,12264,9474,13057,15488,22373
1994-05-17T00:00:00Z,0.30328292,1.8479024,3.5656686,3.5052748,3.4125326,4.405611,5.6071076,7.35273,1.263695,1.1972103,0.695086,0.9121758,0.8193952,1.1865841,1.0714514,0.9730539,16598,9773,7778,10137,4695,4559,16693,22381
1994-06-16T00:00:00Z,3.6181107,5.5553336,4.7680473,4.2121115,6.602901,7.1027846,8.31233,9.765236,2.3317041,1.6995488,0.8299104,1.932955,3.1095102,1.7048881,1.2627966,1.0302184,26738,10398,8050,5309,4726,6579,29431,17937
1994-07-17T00:00:00Z,6.494571,7.6485357,8.762924,9.557539,8.186005,10.077959,10.529291,12.723504,1.772342,1.2576336,2.87013,3.1420639,1.7800959,1.6030357,1.0878056,0.9401859,39376,15667,8121,7623,8383,14208,24300,24286
1994-08-17T00:00:00Z,7.104178,8.622708,9.022563,9.613978,9.908095,10.81417,12.557656,13.843005,1.7318876,1.8898829,0.97148794,1.878085,1.6456039,1.2680347,1.2508817,0.9489033,21683,13434,16238,10859,9458,17099,29018,28890
1994-09-16T00:00:00Z,7.862935,9.424929,9.249614,9.463457,10.401045,10.135139,11.25971,13.286227,1.5360743,1.2050669,1.0887939,1.2613971,1.4511521,1.2496536,1.307906,1.0447494,29841,14329,14022,7650,6995,14004,30782,23392
1994-10-17T00:00:00Z,4.5308747,5.8176465,7.6749177,7.872454,7.3594913,7.426892,8.172915,9.569569,2.1995156,1.1206435,0.9842673,1.1943929,1.0043519,0.81937796,0.9421855,1.2520201,9683,6055,15493,11726,9690,4884,16578,11551
1994-11-16T00:00:00Z,1.0835572,3.707386,5.4907036,6.06433,6.085373,5.8052845,5.470141,7.2367616,1.654524,0.94573784,1.1914886,1.1790602,1.0477208,0.665478,0.86091256,1.0564806,12889,11163,2033,6829,6421,12047,14478,10916
1994-12-17T00:00:00Z,0.57660514,3.0807695,4.6451797,4.707882,4.914186,4.942545,4.5804358,5.6960535,1.3173437,1.1988873,0.5942129,0.8496275,0.97231674,0.5653397,0.58009475,0.6972923,2492,4795,4728,6053,4317,7993,17444,9824
1995-01-17T00:00:00Z,-0.4371901,2.1669395,2.662063,3.329667,3.371037,3.7238576,4.0538044,5.2998066,1.01296,1.1163713,0.39558318,0.6381445,0.544805,0.34861183,0.4775782,0.6776626,2057,1173,732,961,569,3637,14903,11367
1995-02-15T00:00:00Z,NaN,NaN,NaN,3.2766666,3.59125,3.472,4.1747403,4.8104568,NaN,NaN,NaN,0.004714045,0.07720711,0.014696939,0.551776,0.7732751,0,0,0,3,8,5,289,1729
1995-03-17T00:00:00Z,-1.59,-0.4,0.54,0.2005,NaN,NaN,3.96,5.0217957,0.0,0.0,0.17219175,0.38703325,NaN,NaN,0.4238213,0.7733951,2,4,8,20,0,0,98,490
1995-04-16T00:00:00Z,NaN,NaN,NaN,NaN,3.7844443,3.7735295,4.4463916,4.964793,NaN,NaN,NaN,NaN,0.038329307,0.14950669,0.31932494,0.6620528,0,0,0,0,9,17,194,580
1995-05-17T00:00:00Z,4.835625,4.908976,4.09,4.350714,4.7822757,5.0154514,5.1145067,7.575867,1.3306293,0.27368358,0.0,0.27548566,0.2565413,0.37934726,0.6084377,1.2220798,32,586,2,14,145,631,304,3172
1995-06-16T00:00:00Z,5.886045,4.7335443,5.242,NaN,4.899874,5.617603,6.6864634,9.621491,1.5917274,0.83497447,1.2083195,NaN,0.44726,0.5455282,1.2281735,0.670686,354,316,10,0,159,755,1032,3977
1995-07-17T00:00:00Z,11.032003,9.134995,7.032368,7.8339396,8.89153,9.280958,11.133093,12.348061,1.5539138,0.6604178,0.8347058,1.7306838,0.5761174,0.50033575,0.78069574,0.6224508,679,2162,76,33,647,574,5180,7920
1995-08-17T00:00:00Z,9.841938,9.326974,10.547642,9.683898,9.942493,10.208299,11.577784,12.707074,1.5936581,0.74880713,0.6352991,0.25057322,0.88183606,1.1055021,0.68767357,0.5828765,2420,380,229,939,373,429,7802,14685
1995-09-16T00:00:00Z,9.225407,8.867141,9.153682,8.931914,10.695726,10.63885,11.189113,13.020794,1.3643525,0.6507171,0.9614949,0.4925794,0.9093882,0.7685247,0.77350545,0.6883286,7552,4026,1464,1928,3009,2852,5908,10697
1995-10-17T00:00:00Z,6.784417,6.9318814,7.51202,7.3641934,7.686062,8.740373,9.486067,10.730311,1.7698785,1.5665909,0.9580262,0.89242107,0.78702176,0.9151389,0.98510855,1.1717824,2488,2344,1876,868,485,1932,6003,5266
1995-11-16T00:00:00Z,4.5926533,5.4846454,5.5664167,6.0355854,5.5578537,6.5849204,6.433041,7.7753286,0.9566849,0.6471518,0.46056932,0.868448,0.67647314,0.43171322,0.7278183,0.7396541,196,155,360,299,219,378,1723,1918
1995-12-17T00:00:00Z,NaN,4.885235,4.777571,5.116433,5.1993904,5.342093,5.2214284,6.374505,NaN,0.53470194,0.24795412,0.36291286,0.3771955,0.38736644,0.307866,0.61915463,0,298,140,157,328,602,182,202
1996-01-17T00:00:00Z,0.11783089,2.6920497,3.942631,4.0719724,4.3302894,4.577128,4.7671914,5.6169147,1.5668957,1.6683321,0.61548316,0.7012769,0.60497004,0.65586585,0.7382086,0.88138264,22175,21158,11387,13536,18343,15110,18935,27909
1996-02-16T00:00:00Z,0.47800577,0.9805704,2.7175932,2.9859285,3.3950503,3.5898557,3.9338212,5.112735,1.726135,1.5522307,0.8173032,0.9831803,0.91633064,0.7241232,0.6625574,0.78861886,17300,17270,3328,7204,10259,15116,32558,26820
1996-03-17T00:00:00Z,-0.5932588,1.4644272,2.7598782,2.7991028,3.6376812,3.7718961,3.9601903,5.31824,1.3030375,1.7006805,0.5382952,0.71240145,0.7968262,0.6001142,0.63238734,0.84764653,28581,24826,9844,9183,13106,15748,33912,31690
1996-04-16T00:00:00Z,-0.17823797,1.5547376,3.1060934,3.320399,3.6407151,3.9606397,4.3777895,5.693809,1.46458,1.4960277,0.7012059,0.8624341,0.77180135,0.6845038,0.7177412,0.83146244,30777,19679,13106,11078,12069,8363,20933,25220
1996-05-17T00:00:00Z,0.90156317,3.4678397,3.9446938,4.282211,4.4227576,5.8425407,6.044036,7.4924994,1.5788671,1.622018,1.2950838,1.1466897,1.147141,0.9495855,0.9636268,1.0596395,45676,24090,4636,6111,5468,15695,31340,31574
1996-06-16T00:00:00Z,3.3407452,5.502619,6.2565346,5.8887396,6.378515,6.9484816,7.901402,9.631067,1.7784961,1.087551,2.0462444,1.2245932,0.9512228,0.65282005,1.0701209,1.0691177,44405,28240,7644,8631,20040,24206,34405,16567
1996-07-17T00:00:00Z,7.269911,7.6107197,8.601697,7.7561326,8.7607,9.417487,10.484305,12.373473,1.5443184,1.2085276,0.7162619,0.9196544,2.1882775,1.1437098,1.3380153,1.3546894,37675,14310,13666,5107,1414,6944,22110,21181
1996-08-17T00:00:00Z,9.006762,9.250931,10.159776,10.547245,10.312327,10.79551,12.252037,13.78304,1.1512103,0.8335975,1.1233834,1.4633143,1.394372,0.96002764,0.8456537,0.62614834,36926,15732,10465,8080,6251,14093,35009,27055
1996-09-16T00:00:00Z,8.339846,8.330684,10.593895,10.249738,9.843702,9.757923,10.571816,13.01379,1.5515821,0.9863302,0.74086475,1.2258241,1.0949761,0.9084907,1.3018335,0.84408057,29284,19540,17116,15892,18716,16943,30782,29340
1996-10-17T00:00:00Z,4.9277067,6.7695107,8.916518,8.3297615,8.270635,8.463171,8.027223,9.039592,1.996806,0.743166,0.8890621,1.095694,1.0856123,0.5811434,0.58181596,0.7881572,28083,22011,15068,13978,14446,20878,31208,26621
1996-11-16T00:00:00Z,2.7849433,5.352612,6.6514406,6.632342,6.5960126,7.010338,6.571915,7.9084573,1.6459306,0.6681478,0.80500376,0.86096215,0.9002795,0.6127393,0.71457714,0.779932,35710,20632,12440,14147,15844,19694,23964,30787
1996-12-17T00:00:00Z,1.172215,2.994259,5.0266056,5.26095,5.2314734,5.26308,4.9655023,5.88232,1.4497172,1.5855483,0.6480832,0.88904476,0.78483504,0.8278674,0.59533304,0.5820094,25011,17736,11990,8327,13702,16679,31665,30751
1997-01-17T00:00:00Z,1.0765405,1.6574674,4.037952,4.493045,4.2481747,4.2329626,4.258373,5.195469,1.4658866,1.5445619,0.75588405,0.82581425,1.0309932,0.8101624,0.6192176,0.5674407,12623,14862,6108,10063,13903,14358,26035,24641
1997-02-15T00:00:00Z,0.4294677,0.976672,2.7146285,3.1205525,3.9924738,3.8242924,3.83891,5.060228,1.5367014,1.5530113,0.6440887,0.79584587,0.71312964,0.9055329,0.70853496,0.55509937,4659,16842,3781,5863,4394,14074,21526,10441
1997-03-17T00:00:00Z,1.0331854,1.3245028,2.6167657,3.0690315,3.599584,3.6071725,3.744552,4.8875084,1.3517404,1.4643071,0.37599418,0.727725,0.6000532,0.8079912,0.7295028,0.5713984,6464,25422,7374,11853,15867,21171,29710,26861
1997-04-16T00:00:00Z,-0.71037203,0.7112346,2.5318422,3.0428886,3.355794,3.5709713,4.133046,5.4363904,1.3528363,1.6456122,0.5155305,0.7047089,0.8746201,0.8849982,0.7065565,0.67905873,16423,26761,7969,8229,11127,13766,27722,28756
1997-05-17T00:00:00Z,1.1955452,3.130563,3.9474196,4.08314,4.4105844,4.866319,6.371686,7.6253414,1.5069079,1.6324419,1.0235082,0.93998426,0.77564055,0.85669166,0.94880956,0.9910885,43609,29515,9425,15917,20614,19291,34909,31052
1997-06-16T00:00:00Z,3.2692318,6.1889553,5.269919,5.8534646,6.6750374,8.005572,9.986911,11.265185,1.9703535,0.891131,0.93403184,1.1394118,1.1121616,1.1122937,1.2256187,0.92657554,32320,20136,2096,1521,2406,11169,28545,26002
1997-07-17T00:00:00Z,6.9981174,9.05413,7.119391,7.47862,8.452882,11.187905,12.542552,13.728136,1.9722004,1.2687008,1.3340375,1.1321,0.87814474,1.2971087,0.89815146,0.7907944,30425,16063,1248,3217,7689,10180,22902,16585
1997-08-17T00:00:00Z,9.490161,10.598528,9.43741,9.210533,10.70806,12.248395,13.289003,15.274204,1.652357,1.3674464,0.9011875,1.3919998,1.2034066,1.0972897,0.9651461,0.632121,33551,15382,2587,2343,5202,4922,32666,28026
